category,Project_Nr,Link,updates,updates_downloaded,save_path
video,385651154,https://www.kickstarter.com/projects/ceomarcusdavis/ceo-marcus-davis-presents-music-with-a-message?ref=discovery_category_popular,2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1694238546,"https://www.kickstarter.com/projects/2034411086/two-girls-one-pint?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,irijule,"https://www.kickstarter.com/projects/irijule/theoryboard-music-theory-made-easy?ref=discovery_category_popular
",29,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,805070666,https://www.kickstarter.com/projects/805070666/bloom-a-very-short-film-by-ted-mccagg?ref=discovery_category_popular,9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,110838330_0,"https://www.kickstarter.com/projects/110838330/party-girl?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,2077276752,https://www.kickstarter.com/projects/2077276752/the-wandering?ref=discovery_category_popular,5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,983351057,"https://www.kickstarter.com/projects/983351057/world-record-family-a-journey-of-pedals-and-potty?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1080038827,"https://www.kickstarter.com/projects/simblestudios/guide-lines-underlays-to-make-your-sketches-even-b?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,1984152777,"https://www.kickstarter.com/projects/wristruments/wristruments-learn-to-play-the-guitar-from-your-sm?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,franklinbrown,"https://www.kickstarter.com/projects/franklinbrown/woodworks-ii-by-franklin?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1038235381_0,https://www.kickstarter.com/projects/1038235381/untitled-genre-submersion-film?ref=discovery_category_popular,2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,594322332,"https://www.kickstarter.com/projects/zenno/zenno-smart-control-for-your-old-or-new-home-elect?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,100625301,"https://www.kickstarter.com/projects/621378930/decisions?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,798589482,"https://www.kickstarter.com/projects/798589482/back-to-the-source-historical-fencing-documentary?ref=discovery_category_popular
",29,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,444368761,"https://www.kickstarter.com/projects/444368761/powergrip-h2o-waterproof-battery-powered-gopro-gri?ref=discovery_category_popular
",14,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,471318405,"https://www.kickstarter.com/projects/ari-krupnik/hazmap-open-everything-radar-detector?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1598681932,"https://www.kickstarter.com/projects/1598681932/jungle-medics?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,thepropertyof,"https://www.kickstarter.com/projects/thepropertyof/reflective-backpacks-combining-safety-and-style?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,dustinlee_1,"https://www.kickstarter.com/projects/dustinlee/20th-century-man?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1035978785,"https://www.kickstarter.com/projects/1035978785/the-debridement-of-rome-a-short-film?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,398223837,"https://www.kickstarter.com/projects/398223837/sclip-the-revolutionary-multi-function-paper-clip?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,marcbreedlove,"https://www.kickstarter.com/projects/marcbreedlove/whom-you-love-the-biology-of-sexual-orientation-re?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,uniondocs,"https://www.kickstarter.com/projects/uniondocs/living-los-sures?ref=discovery_category_popular
",27,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1074508630,"https://www.kickstarter.com/projects/1074508630/ballista-wallet-hands-down-the-perfect-wallet?ref=discovery_category_popular
",16,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,730138406,"https://www.kickstarter.com/projects/730138406/rha-feature-film-bring-the-sci-fi-epic-to-the-scre?ref=discovery_category_popular
",30,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,letterformarchive_1,"https://www.kickstarter.com/projects/letterformarchive/w-a-dwiggins-a-life-in-design?ref=discovery_category_popular
",25,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,launchpictures_1,"https://www.kickstarter.com/projects/launchpictures/the-72-hour-film-shootout-2014?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,226707404,"https://www.kickstarter.com/projects/1552595251/green-martians?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,847478286,"https://www.kickstarter.com/projects/847478286/the-creek-when-he-came-back-the-feature?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,61029744,"https://www.kickstarter.com/projects/61029744/janey-makes-a-play-documentary-feature-film?ref=discovery_category_popular
",17,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1615137043,"https://www.kickstarter.com/projects/1008225922/littlebox-the-diy-raspberry-pi-all-in-one-desktop?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,1799898959,"https://www.kickstarter.com/projects/1083144356/the-moment?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1524711539_0,"https://www.kickstarter.com/projects/1524711539/manic-anne-short-film?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,874155623,"https://www.kickstarter.com/projects/298843438/rekindle-sci-fi-feature-film-starring-stefanie-joo?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1835167882,"https://www.kickstarter.com/projects/jonthor/village-of-the-fire-ants?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,304054692_0,"https://www.kickstarter.com/projects/304054692/commando-ninja?ref=discovery_category_popular
",43,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1622177654,"https://www.kickstarter.com/projects/1622177654/children-in-the-garden-of-democracy-presidential-e?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,889906177,"https://www.kickstarter.com/projects/889906177/bullet-proof-a-short-film?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,427647702,"https://www.kickstarter.com/projects/policromix/bardcanvas-an-alternative-cms-for-wordpress-based?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1089155447,"https://www.kickstarter.com/projects/1089155447/the-original-snake-bite-forked-church-key-and-bott?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
design,1556917007,"https://www.kickstarter.com/projects/milkbunny/make-100-strawbunny-milk-enamel-pin?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1902734125,"https://www.kickstarter.com/projects/1902734125/frog-across-the-pond?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,2038246734,https://www.kickstarter.com/projects/952753779/set-the-table?ref=discovery_category_popular,1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,964024622,"https://www.kickstarter.com/projects/413217270/horizons-adventure-journey-of-the-heart?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,makesmithcnc,"https://www.kickstarter.com/projects/makesmithcnc/makesmith-cnc-the-most-affordable-desktop-cnc-rout?ref=discovery_category_popular
",22,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,lulumiami,"https://www.kickstarter.com/projects/lulumiami/alphatechblocks-physical-blocks-playing-in-a-digit?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,991545378,"https://www.kickstarter.com/projects/991545378/ashmei-cycle-and-triathlon-clothing-launch?ref=discovery_category_popular
",13,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,2027659785,"https://www.kickstarter.com/projects/vencipio/tempi-the-smart-wearable-thermometer-for-mobile-de?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,istreamincolor_0,"https://www.kickstarter.com/projects/istreamincolor/i-stream-in-color?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,grantbabbitt,"https://www.kickstarter.com/projects/grantbabbitt/jayhawkers-feature-film?ref=discovery_category_popular
",20,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,910201720,https://www.kickstarter.com/projects/whodoesthat/who-does-that?ref=discovery_category_popular,2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,578965029,"https://www.kickstarter.com/projects/demoneagle/burst-a-bankers-story-see-what-went-on-behind-the?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1992105499,"https://www.kickstarter.com/projects/crawfordtechnologies/argus-scan-and-read-people?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1592804127,"https://www.kickstarter.com/projects/1592804127/anonymously-famous-hollywood-junkie?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1095528012_0,https://www.kickstarter.com/projects/1095528012/the-program-sci-fi-short-0?ref=discovery_category_popular,33,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,139284574,"https://www.kickstarter.com/projects/393310421/found-a-documentary?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,531680546,"https://www.kickstarter.com/projects/531680546/wishbone-the-worlds-smallest-smart-thermometer?ref=discovery_category_popular
",20,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1178868229,"https://www.kickstarter.com/projects/895533964/the-daily-minute?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,ugodevices,"https://www.kickstarter.com/projects/ugodevices/expandable-sd-and-micro-sd-storage-for-android-use?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,357615595,https://www.kickstarter.com/projects/357615595/benito-sanchez-thesis-film?ref=discovery_category_popular,3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,190913427,"https://www.kickstarter.com/projects/190913427/scott-avidon-glass-studio?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,candidemphasis,"https://www.kickstarter.com/projects/candidemphasis/the-popes-of-placeland-trailer-for-an-animated-tv?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1817896150,https://www.kickstarter.com/projects/1817896150/james-will-howl?ref=discovery_category_popular,13,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,664763068,"https://www.kickstarter.com/projects/581502567/two-thousand-fifteen-2015-wall-calendar?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,1150486273,"https://www.kickstarter.com/projects/1150486273/snooperscope-night-vision-for-your-smartphone-ipho?ref=discovery_category_popular
",34,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1554895038,"https://www.kickstarter.com/projects/1554895038/trivia-night?ref=discovery_category_popular
",14,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,2060193962,"https://www.kickstarter.com/projects/lorenipsum/roto-uku-8-string-round-necked-musical-instrument?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
design,utensile,"https://www.kickstarter.com/projects/utensile/twig-the-amazing-ultra-portable-cable-for-your-iph?ref=discovery_category_popular
",26,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,631171474,"https://www.kickstarter.com/projects/hoverhand/hoverhandboard-the-handheld-interactive-skateboard?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,127134527,"https://www.kickstarter.com/projects/127134527/picube-4x4x4-led-cube-for-raspberry-pi-32-zero-and?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,british-watches,"https://www.kickstarter.com/projects/british-watches/phantom-affordable-automatic-dive-watch-from-british-watches?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,189960762,"https://www.kickstarter.com/projects/189960762/capoeira-in-japan-a-fusion-of-cultures?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1695605677,"https://www.kickstarter.com/projects/1695605677/speak-now?ref=discovery_category_popular
",20,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1826538908,"https://www.kickstarter.com/projects/wunmagazine/surfing-sierra-leone?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,410730910_0,https://www.kickstarter.com/projects/410730910/tsol-the-movie?ref=discovery_category_popular,3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1977225368,"https://www.kickstarter.com/projects/1977225368/the-hawaiian-room-film-completion-effort?ref=discovery_category_popular
",22,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,143142158,"https://www.kickstarter.com/projects/143142158/bartenders-tool-roll-by-mcsology?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,2128004440,"https://www.kickstarter.com/projects/1659803499/magtii-stabilize-and-tidy-your-apple-earpods-and-a?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,507503312,"https://www.kickstarter.com/projects/507503312/save-the-lyric?ref=discovery_category_popular
",15,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,810339245,"https://www.kickstarter.com/projects/563487798/caterpillar-shoes?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1295922576,https://www.kickstarter.com/projects/1295922576/diana-a-short-film?ref=discovery_category_popular,11,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1375232177,"https://www.kickstarter.com/projects/539964554/mypiweb-le-serveur-web-pour-tous?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,ndmdzn,"https://www.kickstarter.com/projects/ndmdzn/quickstarter-wall-x-e-wallet-x-earphones?ref=discovery_category_popular
",8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,883479075,"https://www.kickstarter.com/projects/883479075/killa-the-first-kichwa-directed-feature-film-from?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,project842,"https://www.kickstarter.com/projects/project842/build-a-battle-droid?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,1002521611,"https://www.kickstarter.com/projects/806337188/airlock-bike-helmet?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
technology,513422524,"https://www.kickstarter.com/projects/fireside/fireside-an-independent-private-social-network-and?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1093271287,"https://www.kickstarter.com/projects/enchantedbook/enchanted-book-the-truly-interactive-guest-book?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,721887385,"https://www.kickstarter.com/projects/1026157498/the-children-of-aurora?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,2004228823_0,"https://www.kickstarter.com/projects/2004228823/tomlinson-hill-film-and-interactive-project?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,339970075,"https://www.kickstarter.com/projects/1065932430/cicada-a-tissue-box?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,109662017,"https://www.kickstarter.com/projects/109662017/pickclip?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1569189853,"https://www.kickstarter.com/projects/968904906/send-the-traveling-gypsy-to-europe?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,shanesnelson_0,"https://www.kickstarter.com/projects/shanesnelson/2320-a-modern-day-tom-and-huck-adventure?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,271399108,"https://www.kickstarter.com/projects/1689611101/xcustom-cnc-pellet-3d-printers?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,347181602,"https://www.kickstarter.com/projects/347181602/doug-fir-and-the-ill-billies-variety-show?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,533847064,https://www.kickstarter.com/projects/58577087/family-business-0?ref=discovery_category_popular,1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,boysbyrosie,"https://www.kickstarter.com/projects/boysbyrosie/boys-the-film?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,washwow_0,"https://www.kickstarter.com/projects/washwow/washwow-30-mini-wash-and-disinfect-gadget-without?ref=discovery_category_popular
",10,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,andeek,"https://www.kickstarter.com/projects/andeek/danny-wants-to-dance?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,643368175,https://www.kickstarter.com/projects/643368175/the-hunters?ref=discovery_category_popular,2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,838177605,"https://www.kickstarter.com/projects/c-hear/imatune-create-a-single-photo-with-sound?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,786169951,"https://www.kickstarter.com/projects/786169951/ezy-planner?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
design,dalgado,"https://www.kickstarter.com/projects/dalgado/matching-minimalist-belts-and-sneakers-by-dalgado?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,alchemy,"https://www.kickstarter.com/projects/alchemy/lumos-goes-dc-computer-controlled-led-holiday-ligh?ref=discovery_category_popular
",20,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,211998228_0,https://www.kickstarter.com/projects/211998228/nothing-special-staring-karen-black-and-barbara-ba?ref=discovery_category_popular,8,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,joannabarnum,"https://www.kickstarter.com/projects/joannabarnum/charles-darwin-illustration-t-shirts?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,674414429,"https://www.kickstarter.com/projects/85438645/the-snow-in-jericho-the-story-of-wilson-snowflake?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,overade,"https://www.kickstarter.com/projects/overade/loxi-the-anti-theft-and-waterproof-bag-for-your-bi?ref=discovery_category_popular
",11,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,wildfamily,"https://www.kickstarter.com/projects/wildfamily/wild-family-a-film-to-free-the-child-inside?ref=discovery_category_popular
",29,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,2061155007,https://www.kickstarter.com/projects/2061155007/the-somnambulist-2013?ref=discovery_category_popular,1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1584301729,"https://www.kickstarter.com/projects/2094820057/beyou-extravaganza?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,crowdlobby,"https://www.kickstarter.com/projects/crowdlobby/crowdlobby-giving-everyday-americans-access-to-lob?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1291520828,"https://www.kickstarter.com/projects/unboundedambition/six-feet-from-the-edge?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,angra_0,"https://www.kickstarter.com/projects/angra/the-reconstruction-of-chyna?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,291671177,"https://www.kickstarter.com/projects/1623762752/alakaziafashion-from-a-to-z-the-documantary?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,car-discs,"https://www.kickstarter.com/projects/car-discs/car-discs-discreet-air-fresheners?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,822273699,"https://www.kickstarter.com/projects/145338566/diy-well-designing-drilling-installing-using-bike?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
design,1061777786,"https://www.kickstarter.com/projects/348287029/design-by-kasper-benjamin?ref=discovery_category_popular
",1,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,511059317,"https://www.kickstarter.com/projects/1444631566/cuny-divest-documentary?ref=discovery_category_popular
",3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,355636502,"https://www.kickstarter.com/projects/355636502/robbing-them-blind?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1154019552,"https://www.kickstarter.com/projects/1154019552/dont-quit-ya-day-job-the-animated-series?ref=discovery_category_popular
",13,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,jamespaul_0,"https://www.kickstarter.com/projects/jamespaul/a-distant-shot?ref=discovery_category_popular
",12,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,414837726,"https://www.kickstarter.com/projects/viking-fan/1-viking-fan-nfl-licensed-manufacturer-needed?ref=discovery_category_popular
",2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,392010414_0,https://www.kickstarter.com/projects/392010414/were-still-together-world-premiere-at-kviff?ref=discovery_category_popular,5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1190401842,"https://www.kickstarter.com/projects/1190401842/thrasher-jet-boat?ref=discovery_category_popular
",31,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,1727702303,https://www.kickstarter.com/projects/1727702303/the-devil-needs-a-fix-post-production?ref=discovery_category_popular,19,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,276874785,"https://www.kickstarter.com/projects/693650121/remembrance-remembering-yesterday-today?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,land-boards_14,"https://www.kickstarter.com/projects/land-boards/32-bit-digital-i-o-card?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,jerrylentz,"https://www.kickstarter.com/projects/jerrylentz/monsters-creatures-and-fx-artists-of-horror-fantas?ref=discovery_category_popular
",7,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,567949755,"https://www.kickstarter.com/projects/567949755/fiton-worlds-1st-blood-oxygen-saturation-smartwatc?ref=discovery_category_popular
",24,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,bobrabbit,"https://www.kickstarter.com/projects/bobrabbit/haitian-breeze-cafe?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,637230479,"https://www.kickstarter.com/projects/637230479/a-documentary-film-about-synthetic-biology?ref=discovery_category_popular
",23,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1000129669,"https://www.kickstarter.com/projects/jawiin/squatch-watchers?ref=discovery_category_popular
",6,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,wjrcbrown_0,https://www.kickstarter.com/projects/wjrcbrown/ur-the-end-of-civilization-in-90-tableaux?ref=discovery_category_popular,3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,820013731_0,https://www.kickstarter.com/projects/820013731/maybe-god-is-talking-to-you?ref=discovery_category_popular,14,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1386355884,"https://www.kickstarter.com/projects/audioluxdevices/audiolux-one-smart-led-system-for-sound-reactive-v?ref=discovery_category_popular
",4,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,1316051647,"https://www.kickstarter.com/projects/1316051647/mussel-power?ref=discovery_category_popular
",13,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
technology,1424864400,"https://www.kickstarter.com/projects/706938033/cmoar-personal-smartphone-viewer?ref=discovery_category_popular
",18,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
video,768585201,https://www.kickstarter.com/projects/steppedupproductions/the-divine-nine?ref=discovery_category_popular,3,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,397927880,https://www.kickstarter.com/projects/687048171/dead-midgets-a-feature-film-by-stephen-michael-mcd?ref=discovery_category_popular,2,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
video,1220160690,"https://www.kickstarter.com/projects/1220160690/the-burial-of-kojo?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,401559648,"https://www.kickstarter.com/projects/401559648/adventure-box?ref=discovery_category_popular
",9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
video,hpmendoza_1,https://www.kickstarter.com/projects/hpmendoza/i-am-a-ghost-post-production?ref=discovery_category_popular,9,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/video/Updates
design,1302453362,"https://www.kickstarter.com/projects/803380027/100-days-of-spontaneous-grid-pattern-sketchbooks?ref=discovery_category_popular
",5,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/design/Updates
technology,114216817,"https://www.kickstarter.com/projects/114216817/dizmo-a-new-revolutionary-user-interface?ref=discovery_category_popular
",19,False,/Users/philippsach/HiDrive/public/Kickstarter_Data/technology/Updates
